document path,document ID,activity,app name,id,interaction active notifications,interaction time,location,notification content,notification title,posted active notifications,posted time,reason number,created time,updated time
projects/activitycollector/databases/(default)/documents/notifications/T9E6VhvqV76vZeQE8Ifq,T9E6VhvqV76vZeQE8Ifq,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732852966480",28,"{""normalized"":0.9603819444444445,""epoch_time"":1732852977853,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",They’re all the trend now,Advait,32,"{""normalized"":0.9602546296296296,""epoch_time"":1732852966480,""day"":4}",12,11/28/2024 23:02,11/28/2024 23:02
projects/activitycollector/databases/(default)/documents/notifications/TDKEL4yX2iDVAaBRUCdh,TDKEL4yX2iDVAaBRUCdh,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|lZsQSeP5s3oK+UyvglK/VUBDWknzHzDARfXxjOD1h4w=
|103301733088448754",30,"{""normalized"":0.6863310185185185,""epoch_time"":1733088499756,""day"":7}","{""readable"":""LIBRARY"",""long"":-73.1155975,""lat"":40.909957}","🔗 Cash Back at your fave stores | 🔥 Amazing Rakuten Deal – Save Big! 🔥

Sign up using my referral link and enjoy $40 cashback + 10%-15% off on top brands!
👉 http://www.rakuten.com/r/VASANT869?eeid=28187

Example:

Puma Shoes: $60
10% off: $54
$40 cashback (first-time signup bonus)
Final price: $14 😱
You’re getting shoes worth $60 for just $14! This is the best deal out there! 🛍️

✅ My friends and I grabbed amazing branded items for super low prices.
✅ This is 100% genuine—feel free to search online to verify!

Steps to Save:
1️⃣ Use my referral link.
2️⃣ Use the same email ID for both Rakuten and the brand's website (Puma, Adidas, etc.).

Check out all the brands on Rakuten and start saving! 💸",Chapin Bazar 2: ~ Vasanth,37,"{""normalized"":0.6857407407407408,""epoch_time"":1733088448754,""day"":7}",12,12/01/2024 16:27,12/01/2024 16:28
projects/activitycollector/databases/(default)/documents/notifications/TGdQilhKRQVF3WHy62ev,TGdQilhKRQVF3WHy62ev,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301733011976482",17,"{""normalized"":0.8221527777777777,""epoch_time"":1733013834630,""day"":6}","{""readable"":""HOME"",""long"":-73.1101909,""lat"":40.9065452}","Anyone selling corn?
Please DM",Chapin Bazaar 2: ~ Gayathri,23,"{""normalized"":0.8006481481481481,""epoch_time"":1733011976482,""day"":6}",12,11/30/2024 19:12,11/30/2024 19:43
projects/activitycollector/databases/(default)/documents/notifications/TPifB0u9mN7M9l8StBt6,TPifB0u9mN7M9l8StBt6,,com.google.android.gm,0|com.google.android.gm|0|gig:1371406741:CLASSIC_INBOX_ALL_MAIL|102761733073863094,,,,,2 new messages,36,"{""normalized"":0.5169328703703704,""epoch_time"":1733073863094,""day"":7}",,12/01/2024 12:24,12/01/2024 12:24
projects/activitycollector/databases/(default)/documents/notifications/TQ07yptqkomsa2zn2Xng,TQ07yptqkomsa2zn2Xng,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733079779775",28,"{""normalized"":0.5880787037037037,""epoch_time"":1733080010022,""day"":7}","{""readable"":""HOME"",""long"":-73.110218,""lat"":40.9065586}","Same but for 29th, DM.",General Chat Group (7 messages): ~ Maanav✨,34,"{""normalized"":0.5854050925925925,""epoch_time"":1733079779775,""day"":7}",12,12/01/2024 14:03,12/01/2024 14:06
projects/activitycollector/databases/(default)/documents/notifications/TTvqen419GXPNz7vWZ3k,TTvqen419GXPNz7vWZ3k,,com.google.android.gm,0|com.google.android.gm|1531285003|gig:743423040:^sq_ig_i_personal|102761733052847783,,,,,Splitwise,23,"{""normalized"":0.27369212962962963,""epoch_time"":1733052847783,""day"":7}",,12/01/2024 06:34,12/01/2024 06:34
projects/activitycollector/databases/(default)/documents/notifications/TVvJ2GPh5YJkp7avmnJJ,TVvJ2GPh5YJkp7avmnJJ,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732997708502",16,"{""normalized"":0.6397106481481482,""epoch_time"":1732998071082,""day"":6}","{""readable"":""HOME"",""long"":-73.1101471,""lat"":40.9065753}",Ok ok,Karan Sbu,22,"{""normalized"":0.6355092592592593,""epoch_time"":1732997708502,""day"":6}",12,11/30/2024 15:15,11/30/2024 15:21
projects/activitycollector/databases/(default)/documents/notifications/TXWpFLONcALJ98NJWuWt,TXWpFLONcALJ98NJWuWt,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733006169193",18,"{""normalized"":0.7337731481481482,""epoch_time"":1733006198213,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.08904,""lat"":40.9139469}",,Stony Brook SUNY: ~ NA,23,"{""normalized"":0.7334375,""epoch_time"":1733006169193,""day"":6}",12,11/30/2024 17:36,11/30/2024 17:36
projects/activitycollector/databases/(default)/documents/notifications/TdwfW367VVPCzX9YraW9,TdwfW367VVPCzX9YraW9,,com.whatsapp,"0|com.whatsapp|1|ioeHuX3mTFHAs+PLgZkdOIg8gL2zy9ddTOcEbze4nQk=
|103301733075580001",,,,2:22 ka bus lete hai,Fake G1103 (2 messages): Ojas Deshpande SBU,37,"{""normalized"":0.5368055555555555,""epoch_time"":1733075580001,""day"":7}",,12/01/2024 12:53,12/01/2024 12:53
projects/activitycollector/databases/(default)/documents/notifications/TfdWXCxlXOoyZ0Asqe5A,TfdWXCxlXOoyZ0Asqe5A,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732995576323",15,"{""normalized"":0.6108680555555556,""epoch_time"":1732995579479,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}",https://www2.hm.com/en_us/productpage.1238955001.html,Kaksha,22,"{""normalized"":0.6108333333333333,""epoch_time"":1732995576323,""day"":6}",12,11/30/2024 14:39,11/30/2024 14:39
projects/activitycollector/databases/(default)/documents/notifications/Tp8K4IC2KnAMBPVjf1Ut,Tp8K4IC2KnAMBPVjf1Ut,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732895005545",5,"{""normalized"":0.45234953703703706,""epoch_time"":1732895483221,""day"":5}","{""readable"":""HOME"",""long"":-73.1101955,""lat"":40.9064852}",How are you bb,Kaksha,8,"{""normalized"":0.4468171296296296,""epoch_time"":1732895005545,""day"":5}",12,11/29/2024 10:43,11/29/2024 10:51
projects/activitycollector/databases/(default)/documents/notifications/Tqld0s9r93AIDThh9Nv3,Tqld0s9r93AIDThh9Nv3,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732902980942",,,,So you can ask 2-4 more people,Kaksha,16,"{""normalized"":0.5391203703703704,""epoch_time"":1732902980942,""day"":5}",,11/29/2024 12:56,11/29/2024 12:56
projects/activitycollector/databases/(default)/documents/notifications/TqyHrNQM7pM9IZb4P7e5,TqyHrNQM7pM9IZb4P7e5,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733076931603",30,"{""normalized"":0.57875,""epoch_time"":1733079204384,""day"":7}","{""readable"":""HOME"",""long"":-73.110218,""lat"":40.9065586}","Hello everyone,

Your voice matters! 🗣️

Please take a moment to fill out the GSO Member Feedback and Participation Survey: https://forms.gle/cfWgxAFNN1KLNZJL7.

This is your opportunity to share your thoughts, experiences, and suggestions. Your feedback is the only way for us to truly understand your concerns, represent them effectively, and prioritize the changes that matter most to you.

The insights you provide will help us enhance our events, services, and overall support for the graduate community at SBU. Together, we can make a difference!

Thank you in advance for your valuable input. 🙌

Survey Link: https://forms.gle/cfWgxAFNN1KLNZJL7

Best regards,
GSO",Stony Brook SUNY (2 messages): ~ NA,35,"{""normalized"":0.5524421296296296,""epoch_time"":1733076931603,""day"":7}",12,12/01/2024 13:15,12/01/2024 13:53
projects/activitycollector/databases/(default)/documents/notifications/Tyc7TknzvTSkU9j5s1xV,Tyc7TknzvTSkU9j5s1xV,,com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732844356202",,,,Got it,Chapin Bazaar 2 (3 messages): ~ Srihith Bharadwaj,21,"{""normalized"":0.8606018518518519,""epoch_time"":1732844356202,""day"":4}",,11/28/2024 20:39,11/28/2024 20:39
projects/activitycollector/databases/(default)/documents/notifications/U6rDnNEvRjbnpZVw5hHj,U6rDnNEvRjbnpZVw5hHj,,com.instagram.android,0|com.instagram.android|64278|direct|2020087664;thread_id:340282366841710301244258611934361459538|103121733061876589,,,,Sent a reel by braylonhanson_,Kaksha,28,"{""normalized"":0.37819444444444444,""epoch_time"":1733061876589,""day"":7}",,12/01/2024 09:04,12/01/2024 09:04
projects/activitycollector/databases/(default)/documents/notifications/U6uEEqUXY3rtqGC1fC1J,U6uEEqUXY3rtqGC1fC1J,,com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733023241660",,,,Ok ok,Karan Sbu,27,"{""normalized"":0.9310300925925926,""epoch_time"":1733023241660,""day"":6}",,11/30/2024 22:20,11/30/2024 22:20
projects/activitycollector/databases/(default)/documents/notifications/UAaEiPkEZkiT1QyPCZch,UAaEiPkEZkiT1QyPCZch,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733007733750",16,"{""normalized"":0.7517939814814815,""epoch_time"":1733007755981,""day"":6}","{""readable"":""HOME"",""long"":-73.1101792,""lat"":40.9065569}",,Stony Brook SUNY: ~ NA,21,"{""normalized"":0.7515393518518518,""epoch_time"":1733007733750,""day"":6}",12,11/30/2024 18:02,11/30/2024 18:02
projects/activitycollector/databases/(default)/documents/notifications/UEodX3alEQE0NE33uq57,UEodX3alEQE0NE33uq57,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732946268416",,,,Ack hol,Kaksha,20,"{""normalized"":0.04013888888888889,""epoch_time"":1732946268416,""day"":6}",,11/30/2024 00:57,11/30/2024 00:57
projects/activitycollector/databases/(default)/documents/notifications/UHxmkV1notMr2XrHYurm,UHxmkV1notMr2XrHYurm,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|KGdHQNgfIZil8OrU9uDZWqaDPWJA/JuHxNdzcj/Bb44=
|103301732858849520",26,"{""normalized"":0.029305555555555557,""epoch_time"":1732858932530,""day"":5}","{""readable"":""HOME"",""long"":-73.110107,""lat"":40.906624}",Thank you dear😘,Kaksha Mom,29,"{""normalized"":0.02834490740740741,""epoch_time"":1732858849520,""day"":5}",12,11/29/2024 00:40,11/29/2024 00:42
projects/activitycollector/databases/(default)/documents/notifications/UIPcuFWz79e7QFfZxu9k,UIPcuFWz79e7QFfZxu9k,,com.whatsapp,"0|com.whatsapp|1|ioeHuX3mTFHAs+PLgZkdOIg8gL2zy9ddTOcEbze4nQk=
|103301733079789559",,,,👾 GIF,Fake G1103 (2 messages): Rishabh Tamhane SBU,35,"{""normalized"":0.5855208333333334,""epoch_time"":1733079789559,""day"":7}",,12/01/2024 14:03,12/01/2024 14:03
projects/activitycollector/databases/(default)/documents/notifications/UJ4dSdo635e38I0deL2L,UJ4dSdo635e38I0deL2L,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733005587228",18,"{""normalized"":0.7319444444444444,""epoch_time"":1733006040242,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.08904,""lat"":40.9139469}",like really good hahaha,Lavanya,23,"{""normalized"":0.7267013888888889,""epoch_time"":1733005587228,""day"":6}",12,11/30/2024 17:26,11/30/2024 17:34
projects/activitycollector/databases/(default)/documents/notifications/UMbEn5BNcYzApnij3JFf,UMbEn5BNcYzApnij3JFf,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732892463728",8,"{""normalized"":0.41910879629629627,""epoch_time"":1732892611982,""day"":5}","{""readable"":""HOME"",""long"":-73.1101328,""lat"":40.9065578}",i left my charging wire yesterday,Karan Sbu,7,"{""normalized"":0.41739583333333335,""epoch_time"":1732892463728,""day"":5}",8,11/29/2024 10:01,11/29/2024 10:03
projects/activitycollector/databases/(default)/documents/notifications/UTqqQHmmbZoP6yTgNLw2,UTqqQHmmbZoP6yTgNLw2,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733083029366",31,"{""normalized"":0.6239236111111112,""epoch_time"":1733083107788,""day"":7}","{""readable"":""HOME"",""long"":-73.1101242,""lat"":40.9066341}","Same but for 29th, DM.",General Chat Group (7 messages): ~ Maanav✨,34,"{""normalized"":0.6230208333333334,""epoch_time"":1733083029366,""day"":7}",12,12/01/2024 14:57,12/01/2024 14:58
projects/activitycollector/databases/(default)/documents/notifications/UV2hOAME7LnTfZYHYnn2,UV2hOAME7LnTfZYHYnn2,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732839491553",18,"{""normalized"":0.8095717592592593,""epoch_time"":1732839947493,""day"":4}","{""readable"":""HOME"",""long"":-73.110169,""lat"":40.9065546}",Got it,Chapin Bazaar 2 (3 messages): ~ Srihith Bharadwaj,22,"{""normalized"":0.8042939814814815,""epoch_time"":1732839491553,""day"":4}",12,11/28/2024 19:18,11/28/2024 19:25
projects/activitycollector/databases/(default)/documents/notifications/UXtgpXyVDrc4e38zrhd7,UXtgpXyVDrc4e38zrhd7,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732997708512",16,"{""normalized"":0.6397106481481482,""epoch_time"":1732998071074,""day"":6}","{""readable"":""HOME"",""long"":-73.1101471,""lat"":40.9065753}",like really good hahaha,Lavanya,22,"{""normalized"":0.6355092592592593,""epoch_time"":1732997708512,""day"":6}",12,11/30/2024 15:15,11/30/2024 15:21
projects/activitycollector/databases/(default)/documents/notifications/Ua176whR8dFjLOSbsE3h,Ua176whR8dFjLOSbsE3h,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301733080081070",28,"{""normalized"":0.5894791666666667,""epoch_time"":1733080131222,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",📷 Photo,Chapin Bazaar 2 (3 messages): ~ Sanket,35,"{""normalized"":0.588900462962963,""epoch_time"":1733080081070,""day"":7}",12,12/01/2024 14:08,12/01/2024 14:08
projects/activitycollector/databases/(default)/documents/notifications/Ud2PkMpLpUaDNCUmo0R4,Ud2PkMpLpUaDNCUmo0R4,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301732827762791",15,"{""normalized"":0.6688425925925926,""epoch_time"":1732827788778,""day"":4}","{""readable"":""HOME"",""long"":-73.1101046,""lat"":40.9065801}",Yes,Chapin Bazaar: ~ jainam,18,"{""normalized"":0.6685416666666667,""epoch_time"":1732827762791,""day"":4}",12,11/28/2024 16:02,11/28/2024 16:03
projects/activitycollector/databases/(default)/documents/notifications/UdTTpyMyfiBKGXzZRBwE,UdTTpyMyfiBKGXzZRBwE,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733025466603",21,"{""normalized"":0.9788310185185185,""epoch_time"":1733027371070,""day"":6}","{""readable"":""HOME"",""long"":-73.1101288,""lat"":40.9065661}",,Stony Brook SUNY: ~ NA,25,"{""normalized"":0.9567824074074074,""epoch_time"":1733025466603,""day"":6}",12,11/30/2024 22:57,11/30/2024 23:29
projects/activitycollector/databases/(default)/documents/notifications/UfX0f1cUdnZrJk8EBszC,UfX0f1cUdnZrJk8EBszC,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732942839775",13,"{""normalized"":0.03875,""epoch_time"":1732946148309,""day"":6}","{""readable"":""LIBRARY"",""long"":-73.1164114,""lat"":40.9092128}",Ok ok,Karan Sbu,17,"{""normalized"":0.00045138888888888887,""epoch_time"":1732942839775,""day"":6}",12,11/30/2024 00:00,11/30/2024 00:55
projects/activitycollector/databases/(default)/documents/notifications/Um200PhLMOE6jWwXsUTs,Um200PhLMOE6jWwXsUTs,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732907949048",5,"{""normalized"":0.5997800925925926,""epoch_time"":1732908221885,""day"":5}","{""readable"":""HOME"",""long"":-73.1101784,""lat"":40.9065382}",Mmm,Kaksha,5,"{""normalized"":0.5966319444444445,""epoch_time"":1732907949048,""day"":5}",8,11/29/2024 14:19,11/29/2024 14:23
projects/activitycollector/databases/(default)/documents/notifications/UnYwp5HAj4D3ZiOH0uJq,UnYwp5HAj4D3ZiOH0uJq,,com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733067616693",,,,"Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,32,"{""normalized"":0.44462962962962965,""epoch_time"":1733067616693,""day"":7}",,12/01/2024 10:40,12/01/2024 10:40
projects/activitycollector/databases/(default)/documents/notifications/UsaD3kTiyVFStAKVKPDQ,UsaD3kTiyVFStAKVKPDQ,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761732922074639,4,"{""normalized"":0.7730324074074074,""epoch_time"":1732923190914,""day"":5}","{""readable"":""HOME"",""long"":-73.110168,""lat"":40.9065479}",,Spotify,6,"{""normalized"":0.7601157407407407,""epoch_time"":1732922074639,""day"":5}",8,11/29/2024 18:14,11/29/2024 18:33
projects/activitycollector/databases/(default)/documents/notifications/Uy5XLdOJRGyaRT6YrtWM,Uy5XLdOJRGyaRT6YrtWM,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301733076931663",30,"{""normalized"":0.57875,""epoch_time"":1733079204398,""day"":7}","{""readable"":""HOME"",""long"":-73.110218,""lat"":40.9065586}","🔗 Limited-time deal: Sceptre Curved 24.5-inch Gaming Monitor up to 240Hz 1080p R1500 1ms DisplayPort x2 HDMI x2 Blue Light Shift Build-in Speakers, Machine Black 2023 (C255B-FWT240) | Selling a monitor- 
https://a.co/d/i2lNLpC
DM for details",Chapin Bazaar: ~ Bilal,37,"{""normalized"":0.5524421296296296,""epoch_time"":1733076931663,""day"":7}",12,12/01/2024 13:15,12/01/2024 13:53
projects/activitycollector/databases/(default)/documents/notifications/Uz8ZU2eJpKvlwy4Vmurj,Uz8ZU2eJpKvlwy4Vmurj,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|GDNQpQ2u3iG55l6rqnmmHikR8wNoW/wdkT9L6RLTUdA=
|103301732850840637",27,"{""normalized"":0.938587962962963,""epoch_time"":1732851094241,""day"":4}","{""readable"":""HOME"",""long"":-73.1101029,""lat"":40.9066258}",📷 Check this,Baba,34,"{""normalized"":0.9356481481481481,""epoch_time"":1732850840637,""day"":4}",12,11/28/2024 22:27,11/28/2024 22:31
projects/activitycollector/databases/(default)/documents/notifications/UzFBj1AoFLbIi5AL51U6,UzFBj1AoFLbIi5AL51U6,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301733082915513",31,"{""normalized"":0.621875,""epoch_time"":1733082930187,""day"":7}","{""readable"":""HOME"",""long"":-73.1101242,""lat"":40.9066341}","Wordle 1,261 3/6

⬛⬛🟨⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",SBU Summer (2 messages): ~ Ananya,38,"{""normalized"":0.6217013888888889,""epoch_time"":1733082915513,""day"":7}",12,12/01/2024 14:55,12/01/2024 14:55
projects/activitycollector/databases/(default)/documents/notifications/V2R2Vd1cWAmUGksURFgS,V2R2Vd1cWAmUGksURFgS,,com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732914410098",,,,Can you get me postcards?,Advait,6,"{""normalized"":0.671412037037037,""epoch_time"":1732914410098,""day"":5}",,11/29/2024 16:06,11/29/2024 16:06
projects/activitycollector/databases/(default)/documents/notifications/VA4VMeeHJhjsegjJGDyK,VA4VMeeHJhjsegjJGDyK,,com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732838740317",,,,Got it,Chapin Bazaar 2 (3 messages): ~ Srihith Bharadwaj,20,"{""normalized"":0.7956018518518518,""epoch_time"":1732838740317,""day"":4}",,11/28/2024 19:05,11/28/2024 19:05
projects/activitycollector/databases/(default)/documents/notifications/VNzCiLtEhkXeBnQ0GIbc,VNzCiLtEhkXeBnQ0GIbc,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301732846621450",16,"{""normalized"":0.8887268518518519,""epoch_time"":1732846786297,""day"":4}","{""readable"":""HOME"",""long"":-73.110032,""lat"":40.9066582}","📷 Found this Umbrella in Chapin Bus stop 2 days back

Dm if it is yours",General Chat Group: ~ Dot com,19,"{""normalized"":0.8868171296296297,""epoch_time"":1732846621450,""day"":4}",12,11/28/2024 21:17,11/28/2024 21:19
projects/activitycollector/databases/(default)/documents/notifications/VPgPUcCKR6MmSOJweo8n,VPgPUcCKR6MmSOJweo8n,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733031883327",20,"{""normalized"":0.032060185185185185,""epoch_time"":1733031970984,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,25,"{""normalized"":0.031053240740740742,""epoch_time"":1733031883327,""day"":7}",12,12/01/2024 00:44,12/01/2024 00:46
projects/activitycollector/databases/(default)/documents/notifications/VQSm20Op8L5e3wlOIwLD,VQSm20Op8L5e3wlOIwLD,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732845207249",18,"{""normalized"":0.8835879629629629,""epoch_time"":1732846342181,""day"":4}","{""readable"":""HOME"",""long"":-73.1102416,""lat"":40.9065385}","Hio, 
Does any have redbull ? 
Please DM. 
Thanks",Chapin Bazaar 2 (4 messages): ~ C@ptain,24,"{""normalized"":0.8704513888888888,""epoch_time"":1732845207249,""day"":4}",12,11/28/2024 20:53,11/28/2024 21:12
projects/activitycollector/databases/(default)/documents/notifications/VS0GvRPB1jw2Sz9sLa6I,VS0GvRPB1jw2Sz9sLa6I,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733002608879",18,"{""normalized"":0.6927777777777778,""epoch_time"":1733002656275,""day"":6}","{""readable"":""HOME"",""long"":-73.1101064,""lat"":40.9066587}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,22,"{""normalized"":0.6922222222222222,""epoch_time"":1733002608879,""day"":6}",12,11/30/2024 16:36,11/30/2024 16:37
projects/activitycollector/databases/(default)/documents/notifications/VY1QSVOgQC1k1Riy48uE,VY1QSVOgQC1k1Riy48uE,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|GDNQpQ2u3iG55l6rqnmmHikR8wNoW/wdkT9L6RLTUdA=
|103301732852966516",28,"{""normalized"":0.9603819444444445,""epoch_time"":1732852977897,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",📷 Check this,Baba,34,"{""normalized"":0.9602546296296296,""epoch_time"":1732852966516,""day"":4}",12,11/28/2024 23:02,11/28/2024 23:02
projects/activitycollector/databases/(default)/documents/notifications/VaS54dXg2JX5K5EmAX6m,VaS54dXg2JX5K5EmAX6m,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732902682012",,,,Tell me,Kaksha,16,"{""normalized"":0.5356712962962963,""epoch_time"":1732902682012,""day"":5}",,11/29/2024 12:51,11/29/2024 12:51
projects/activitycollector/databases/(default)/documents/notifications/Vi1Evsqdc2HodtCK76Hr,Vi1Evsqdc2HodtCK76Hr,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|BSASOmcwFDT1xmf1cNJB0foEQ4lcNwn16V6352qYja0=
|103301733020686441",18,"{""normalized"":0.9014930555555556,""epoch_time"":1733020689771,""day"":6}","{""readable"":""HOME"",""long"":-73.1101428,""lat"":40.9065973}",coming,Akshat Sharma SBU,25,"{""normalized"":0.9014583333333334,""epoch_time"":1733020686441,""day"":6}",12,11/30/2024 21:38,11/30/2024 21:38
projects/activitycollector/databases/(default)/documents/notifications/VpkvW3EzzrrNne1X9gb0,VpkvW3EzzrrNne1X9gb0,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301733095809815",37,"{""normalized"":0.7757291666666667,""epoch_time"":1733096223711,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",I love you,Kaksha,38,"{""normalized"":0.7709375,""epoch_time"":1733095809815,""day"":7}",8,12/01/2024 18:30,12/01/2024 18:37
